game_id,pair_id,opening_plies,opening_moves,player_x,player_o,winner,moves
15,7,2,"[6, 61]",style-center,tactical,-1,30
16,8,2,"[24, 58]",tactical,style-center,1,35
17,8,2,"[24, 58]",style-center,tactical,-1,30
18,9,2,"[75, 27]",tactical,style-center,1,31
19,9,2,"[75, 27]",style-center,tactical,-1,30
0,0,2,"[27, 2]",tactical,style-corners,1,33
1,0,2,"[27, 2]",style-corners,tactical,-1,38
2,1,2,"[12, 31]",tactical,style-corners,1,49
3,1,2,"[12, 31]",style-corners,tactical,-1,46
4,2,2,"[4, 38]",tactical,style-corners,1,35
5,2,2,"[4, 38]",style-corners,tactical,-1,40
6,3,2,"[77, 45]",tactical,style-corners,1,45
7,3,2,"[77, 45]",style-corners,tactical,-1,38
8,4,2,"[9, 7]",tactical,style-corners,1,31
9,4,2,"[9, 7]",style-corners,tactical,-1,34
10,5,2,"[11, 18]",tactical,style-corners,1,47
11,5,2,"[11, 18]",style-corners,tactical,-1,34
12,6,2,"[34, 66]",tactical,style-corners,1,33
13,6,2,"[34, 66]",style-corners,tactical,-1,30
14,7,2,"[80, 76]",tactical,style-corners,1,35
15,7,2,"[80, 76]",style-corners,tactical,-1,30
16,8,2,"[0, 5]",tactical,style-corners,1,25
17,8,2,"[0, 5]",style-corners,tactical,-1,26
18,9,2,"[65, 21]",tactical,style-corners,1,49
19,9,2,"[65, 21]",style-corners,tactical,-1,42
0,0,2,"[64, 13]",tactical,python,1,31
1,0,2,"[64, 13]",python,tactical,-1,24
2,1,2,"[12, 35]",tactical,python,1,23
3,1,2,"[12, 35]",python,tactical,-1,28
4,2,2,"[39, 29]",tactical,python,1,25
5,2,2,"[39, 29]",python,tactical,-1,32
6,3,2,"[62, 78]",tactical,python,1,37
7,3,2,"[62, 78]",python,tactical,-1,30
8,4,2,"[76, 44]",tactical,python,1,23
9,4,2,"[76, 44]",python,tactical,-1,30
10,5,2,"[23, 51]",tactical,python,1,23
11,5,2,"[23, 51]",python,tactical,-1,40
12,6,2,"[73, 13]",tactical,python,1,25
13,6,2,"[73, 13]",python,tactical,-1,24
14,7,2,"[64, 13]",tactical,python,1,35
15,7,2,"[64, 13]",python,tactical,-1,24
16,8,2,"[26, 79]",tactical,python,1,23
17,8,2,"[26, 79]",python,tactical,-1,40
18,9,2,"[29, 19]",tactical,python,1,29
19,9,2,"[29, 19]",python,tactical,-1,18
0,0,2,"[39, 35]",alphabeta-d3,style-center,1,33
1,0,2,"[39, 35]",style-center,alphabeta-d3,-1,32
2,1,2,"[27, 2]",alphabeta-d3,style-center,1,35
3,1,2,"[27, 2]",style-center,alphabeta-d3,-1,40
4,2,2,"[18, 8]",alphabeta-d3,style-center,1,29
5,2,2,"[18, 8]",style-center,alphabeta-d3,-1,32
6,3,2,"[54, 8]",alphabeta-d3,style-center,1,41
7,3,2,"[54, 8]",style-center,alphabeta-d3,-1,30
8,4,2,"[17, 76]",alphabeta-d3,style-center,1,37
9,4,2,"[17, 76]",style-center,alphabeta-d3,-1,30
10,5,2,"[70, 66]",alphabeta-d3,style-center,1,33
11,5,2,"[70, 66]",style-center,alphabeta-d3,-1,36
12,6,2,"[43, 71]",alphabeta-d3,style-center,1,17
13,6,2,"[43, 71]",style-center,alphabeta-d3,-1,30
14,7,2,"[66, 27]",alphabeta-d3,style-center,1,43
15,7,2,"[66, 27]",style-center,alphabeta-d3,-1,36
16,8,2,"[29, 25]",alphabeta-d3,style-center,1,41
17,8,2,"[29, 25]",style-center,alphabeta-d3,-1,46
18,9,2,"[42, 54]",alphabeta-d3,style-center,1,47
19,9,2,"[42, 54]",style-center,alphabeta-d3,-1,28
0,0,2,"[2, 25]",alphabeta-d3,style-corners,1,35
1,0,2,"[2, 25]",style-corners,alphabeta-d3,-1,34
2,1,2,"[34, 70]",alphabeta-d3,style-corners,1,37
3,1,2,"[34, 70]",style-corners,alphabeta-d3,-1,42
4,2,2,"[17, 76]",alphabeta-d3,style-corners,1,27
5,2,2,"[17, 76]",style-corners,alphabeta-d3,-1,40
6,3,2,"[14, 50]",alphabeta-d3,style-corners,1,37
7,3,2,"[14, 50]",style-corners,alphabeta-d3,-1,32
8,4,2,"[18, 6]",alphabeta-d3,style-corners,1,29
9,4,2,"[18, 6]",style-corners,alphabeta-d3,-1,34
10,5,2,"[0, 2]",alphabeta-d3,style-corners,1,35
11,5,2,"[0, 2]",style-corners,alphabeta-d3,-1,34
12,6,2,"[17, 79]",alphabeta-d3,style-corners,1,45
13,6,2,"[17, 79]",style-corners,alphabeta-d3,-1,34
14,7,2,"[10, 11]",alphabeta-d3,style-corners,1,35
15,7,2,"[10, 11]",style-corners,alphabeta-d3,-1,32
16,8,2,"[16, 65]",alphabeta-d3,style-corners,1,41
17,8,2,"[16, 65]",style-corners,alphabeta-d3,-1,26
18,9,2,"[39, 33]",alphabeta-d3,style-corners,1,27
19,9,2,"[39, 33]",style-corners,alphabeta-d3,-1,32
0,0,2,"[73, 16]",alphabeta-d3,python,1,27
1,0,2,"[73, 16]",python,alphabeta-d3,-1,20
2,1,2,"[73, 12]",alphabeta-d3,python,1,33
3,1,2,"[73, 12]",python,alphabeta-d3,-1,30
4,2,2,"[19, 15]",alphabeta-d3,python,1,19
5,2,2,"[19, 15]",python,alphabeta-d3,-1,20
6,3,2,"[61, 67]",alphabeta-d3,python,1,33
7,3,2,"[61, 67]",python,alphabeta-d3,-1,24
8,4,2,"[29, 19]",alphabeta-d3,python,1,23
9,4,2,"[29, 19]",python,alphabeta-d3,-1,18
10,5,2,"[63, 7]",alphabeta-d3,python,1,25
11,5,2,"[63, 7]",python,alphabeta-d3,-1,32
12,6,2,"[69, 59]",alphabeta-d3,python,1,33
13,6,2,"[69, 59]",python,alphabeta-d3,-1,34
14,7,2,"[33, 59]",alphabeta-d3,python,1,29
15,7,2,"[33, 59]",python,alphabeta-d3,-1,26
16,8,2,"[29, 20]",alphabeta-d3,python,1,19
17,8,2,"[29, 20]",python,alphabeta-d3,-1,18
18,9,2,"[68, 52]",alphabeta-d3,python,1,23
19,9,2,"[68, 52]",python,alphabeta-d3,-1,30
0,0,2,"[75, 28]",style-center,style-corners,-1,44
1,0,2,"[75, 28]",style-corners,style-center,-1,54
2,1,2,"[42, 59]",style-center,style-corners,-1,58
3,1,2,"[42, 59]",style-corners,style-center,-1,50
4,2,2,"[17, 79]",style-center,style-corners,-1,46
5,2,2,"[17, 79]",style-corners,style-center,1,41
6,3,2,"[31, 42]",style-center,style-corners,1,43
7,3,2,"[31, 42]",style-corners,style-center,-1,48
8,4,2,"[46, 13]",style-center,style-corners,1,43
9,4,2,"[46, 13]",style-corners,style-center,-1,46
10,5,2,"[48, 35]",style-center,style-corners,-1,48
11,5,2,"[48, 35]",style-corners,style-center,-1,58
12,6,2,"[21, 32]",style-center,style-corners,1,53
13,6,2,"[21, 32]",style-corners,style-center,-1,56
14,7,2,"[80, 73]",style-center,style-corners,-1,66
15,7,2,"[80, 73]",style-corners,style-center,1,45
16,8,2,"[47, 22]",style-center,style-corners,1,37
17,8,2,"[47, 22]",style-corners,style-center,-1,50
18,9,2,"[52, 71]",style-center,style-corners,1,55
19,9,2,"[52, 71]",style-corners,style-center,-1,54
0,0,2,"[8, 77]",style-center,python,-1,36
1,0,2,"[8, 77]",python,style-center,0,46
2,1,2,"[11, 24]",style-center,python,-1,32
3,1,2,"[11, 24]",python,style-center,1,41
4,2,2,"[18, 8]",style-center,python,1,39
5,2,2,"[18, 8]",python,style-center,1,37
6,3,2,"[44, 72]",style-center,python,-1,40
7,3,2,"[44, 72]",python,style-center,1,41
8,4,2,"[10, 13]",style-center,python,1,35
9,4,2,"[10, 13]",python,style-center,1,41
10,5,2,"[23, 48]",style-center,python,1,33
11,5,2,"[23, 48]",python,style-center,1,41
12,6,2,"[38, 23]",style-center,python,1,41
13,6,2,"[38, 23]",python,style-center,1,37
14,7,2,"[56, 20]",style-center,python,-1,40
15,7,2,"[56, 20]",python,style-center,-1,28
16,8,2,"[10, 16]",style-center,python,-1,40
17,8,2,"[10, 16]",python,style-center,1,49
18,9,2,"[44, 72]",style-center,python,-1,44
19,9,2,"[44, 72]",python,style-center,1,39
0,0,2,"[80, 73]",style-corners,python,-1,34
1,0,2,"[80, 73]",python,style-corners,0,53
2,1,2,"[9, 6]",style-corners,python,-1,34
3,1,2,"[9, 6]",python,style-corners,-1,30
4,2,2,"[62, 74]",style-corners,python,-1,40
5,2,2,"[62, 74]",python,style-corners,-1,42
6,3,2,"[71, 72]",style-corners,python,-1,54
7,3,2,"[71, 72]",python,style-corners,1,59
8,4,2,"[73, 10]",style-corners,python,1,33
9,4,2,"[73, 10]",python,style-corners,-1,34
10,5,2,"[0, 2]",style-corners,python,1,37
11,5,2,"[0, 2]",python,style-corners,1,39
12,6,2,"[32, 46]",style-corners,python,1,41
13,6,2,"[32, 46]",python,style-corners,1,39
14,7,2,"[22, 37]",style-corners,python,1,33
15,7,2,"[22, 37]",python,style-corners,1,43
16,8,2,"[32, 49]",style-corners,python,1,43
17,8,2,"[32, 49]",python,style-corners,-1,38
18,9,2,"[56, 24]",style-corners,python,-1,30
19,9,2,"[56, 24]",python,style-corners,1,43
